;SECTEUR;SOUS-SECTEUR;CIBLE;AGE-MIN;AGE-MAX;NOM;ADRESSE;LATITUDE;LONGITUDE;MAIL;TELEPHONE;LIEN
290;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif le Relais des enfants (élémentaire);1 rue Embouque d’Or, 34000 Montpellier;43.6108096;3.8788543;;04 67 66 21 30;
291;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (maternel);3 rue des Coronilles, 34000 Montpellier;43.6110296;3.8534272000000005;;04 99 13 71 10;
292;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (élémentaire);5 rue de Clémentville, 34000 Montpellier;43.6108174;3.8541292;;04 99 13 71 10;
293;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (élémentaire);10 chemin des Barques, 34000 Montpellier;43.60437460000001;3.8943939;;04 99 13 71 10;
294;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (maternel & élémentaire);rue du 8 Mai 1945, 34740 Vendargues;43.655436;3.9758812000000003;;06 40 42 18 62;
295;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (maternel & élémentaire);place des écoles, 34830 Jacou;43.6551585;3.9118299;;04 99 13 7 10;www.vaceva.com
296;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (maternel);49 rue de la Méditerranée, 34000 Montpellier;43.6047984;3.8864529;;04 99 13 71 10;
297;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (élémentaire);45 rue de la Méditerranée, 34000 Montpellier;43.604988299999995;3.8857432000000003;;04 99 13 71 10;
298;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (maternel);60 avenue d'Assas, 34000 Montpellier;43.6169515;3.861621;;04 99 13 71 10;
299;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (élémentaire);10 chemin des Barques, 34000 Montpellier;43.6043513;3.8941418;;04 99 13 71 10;
300;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Vacances évasion (élémentaire);60 avenue d'Assas, 34000 Montpellier;43.6165651;3.8620822999999995;;04 99 13 71 10;
301;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif la Gerbe (élémentaire);19 rue Chaptal, 34000 Montpellier;43.6060055;3.8695994;;04 99 74 24 30;
302;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif les Francas (maternel);123 rue de Salamanque, 34000 Montpellier;43.623810799999994;3.8183917000000003;mderoche@francas34.fr;06 51 87 47 99;
303;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Sun Yat Sen (élémentaire);843 rue de la Croix de Figuerolles, 34000 Montpellier;43.604394899999996;3.8439558;;06 51 87 47 99;
304;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif les Francas (élémentaire);360 avenue de Barcelone, 34000 Montpellier;43.623544700000004;3.8180502;mderoche@francas34.fr;06 51 87 47 99;
305;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Maria Callas (maternel);803  rue de la Croix de Figuerolles, 34000 Montpellier;43.6043417;3.8446538999999995;;06 51 87 47 99;
306;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif les Francas (maternel & élémentaire);;43.626152000000005;3.6751419999999997;;06 24 82 89 40;
307;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif les Francas (maternel & élémentaire);;43.697624;3.673969;;;
308;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif GFEN Languedoc (élémentaire);320 rue Le Grand Mail, 34000 Montpellier;43.625273;3.8154991999999996;;09 50 07 12 44;
309;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif GFEN Languedoc (élémentaire);320 rue Le Grand Mail, 34000 Montpellier;43.6251385;3.8139937000000006;;09 50 07 12 44);
310;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif PEP 34 (maternel et élémentaire);71 rue Jean Joseph Laborde, 34000 Montpellier;43.6341324;3.8309743999999997;;04 67 40 73 00;
311;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif ACLE (élémentaire);183 allée de l'aqueduc, 34087 Montpellier;43.61961779999999;3.8423608;;09 65 30 94 83;
312;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif ACLE (maternel);183 allée de l'aqueduc, 34087 Montpellier;43.6197421;3.842275;;09 65 30 94 83;
313;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Passe-muraille;;43.6711861;3.7178519999999997;alshvailhauques@lepassemuraille.org;06 78 12 96 89;
314;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Passe-muraille (maternel & élémentaire);;43.791551;3.732024;alshsaintmartindelondres@lepassemuraille.org;06 70 49 33 37;
315;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Loisirs de La Salle (maternel & élémentaire);Rue Lunaret, 34000 MONTPELLIER;43.6195802;3.8820108;;04 67 02 76 84;
316;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Les Enfants d’Hélène (maternel et élémentaire);1330 rue Henri Lagattu, 34000 Montpellier;43.629981799999996;3.8320799;;04 99 74 72 80;
317;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Léo Lagrange;6 rue Jules Ferry école primaire, 34110 MIREVAL;43.506566799999995;3.7995871;leolagrange.mireval@orange.fr;04 67 74 94 21;
318;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Éveil en Mouvement (maternel et élémentaire);Rue Antoine Laurent de Jussieu, 34000 Montpellier;43.6364508;3.8738226000000004;;06 34 45 61 72;
319;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif Loisirs-Education et Citoyenneté Grand sud (maternel);allée de l'espérance, 34270 Saint-Mathieu-de-Tréviers;43.7740495;3.8682537000000004;lesloulousdupic@loisireduc.org;04 67 55 17 03;
320;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Aiguelongue (maternel et élémentaire);2 rue des , 34000 Montpellier;43.626080200000004;3.8793731;;06 17 90 63 81;
321;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal les Tours (maternel);Rue Pierre Nicolas, 34000 Montpellier;43.639726;3.8126265;;06 17 90 60 33;
322;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal les Tours (élémentaire);135 allée des Hauts de Massane, 34000 Montpellier;43.639943200000005;3.8201086;;06 17 90 60 33;
323;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Oxford (maternel);;43.6273018;3.8190497000000003;;06 17 90 60 97;
324;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Oxford (élémentaire);25 rue de Lausanne, 34000 Montpellier;43.6273968;3.8195928;;06 17 90 60 97;
325;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Malet (élémentaire);5 allée Pierre Carabasse, 34080 Montpellier;43.61267410000001;3.8318149;;06 17 90 64 41;
326;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Carpantier (maternel);12 rue des Écoles, 34000 Montpellier;43.61368529999999;3.8277248999999998;;06 17 90 71 27;
327;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal la Martelle (maternel);88 rue Viollet le Duc, 34000 Montpellier;43.6086738;3.8366795;;06 17 90 70 19;
328;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal la Martelle (élémentaire);110 rue Viollet le Duc, 34000 Montpellier;43.608437200000004;3.8378976000000002;;06 17 90 70 19;
329;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Michelet (maternel);Rue des Araucarias, 34000 Montpellier;43.6156312;3.8385227;;06 17 90 68 30;
330;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Villon (élémentaire);Rue des Araucarias, 34000 Montpellier;43.615629299999995;3.8385172999999995;;06 17 90 67 99;
331;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Combes (maternel);20 rue Edmond Lautard, 34000 Montpellier;43.6228685;3.8406951;;06 17 90 69 12;
332;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Combes (élémentaire);20 rue Edmond Lautard, 34000 Montpellier;43.623094;3.8404288;;06 17 90 69 12;
333;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Vernes (élémentaire);127 rue Yehudi Menuhin, 34000 Montpellier;43.6173554;3.8839626000000003;;06 17 90 65 34;
334;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal la Fontaine (maternel);27 quai des Tanneurs, 34090 Montpellier;43.615585700000004;3.8781024;;06 17 90 67 64;
335;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Roux (maternel & élémentaire);96 rue du Faubourg Figuerolles, 34000 Montpellier;43.6059136;3.8623796;;06 17 90 62 65;
336;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Lantissargues (maternel & élémentaire);215 boulevard Pédro de Luna, 34000 Montpellier;43.5948815;3.8708123;;06 17 44 58 78;
337;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Estanove (maternel & élémentaire);Rue du Lavandin, 34000 Montpellier;43.599718599999996;3.8547426;;06 17 90 62 24;
338;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Savary (élémentaire);240 quai Flora Tristan, 34070 Montpellier;43.5967226;3.8392168;;06 17 90 64 84;
339;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Boucher (maternel);240 quai Flora Tristan, 34070 Montpellier;43.5964545;3.8399142;;06 17 90 64 84;
340;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal les Aiguerelles (élémentaire);686 avenue du Pont Trinquat, 34000 Montpellier;43.5977947;3.8918833;;06 17 90 69 63;
341;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal les Aiguerelles (maternel);686 avenue du Pont Trinquat, 34000 Montpellier;43.5977947;3.8918833;;06 17 90 69 63;
342;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Cité Mion (élémentaire);Impasse des Marmousets, 34060 Montpellier;43.59820429999999;3.8818932999999998;;06 17 90 61 09;
343;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Cité Mion (maternel);Impasse des Marmousets, 34060 Montpellier;43.5985236;3.8821491000000004;;06 17 90 61 09;
344;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Malraux (maternel & élémentaire);Rue Joan Miro, 34000 Montpellier;43.6021215;3.9076084000000004;;04 67 20 35 53;
345;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Astérix (maternel & élémentaire);Avenue Albert Einstein, 34000 Montpellier;43.615215500000005;3.9309275;;06 77 76 58 26;
346;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Jean Moulin (élémentaire);;43.6187042;3.8913425000000004;rizlene.kebdani@ville-montpellier.fr;06 17 90 60 67;
347;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Bergman (maternel);20 boulevard Mounié, 34000 Montpellier;43.61905170000001;3.8909214999999997;;06 17 90 60 67;
348;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Juvignac;20 rue Neptune, 34990 Juvignac;43.621117100000006;3.8070538000000003;;06 80 43 52 17;
349;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal la maison des enfants;2 rue des écoles, 34820 Teyran;43.683088899999994;3.9284476;;06 11 83 01 37;
350;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Prades-le-lez;205 chemin des mazes, 34730 Prades-le-Lez;43.700664200000006;3.8667802000000004;;04 67 06 59 96;
351;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Montferrier (maternel & élémentaire);4 impasse du château, 34980 Montferrier-sur-Lez;43.666682;3.8610019999999996;esj.m@wanadoo.fr;04 67 59 54 99 ;
352;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Clapiers (maternel);151 Rue Jean Moulin, 34830 Clapiers;43.6551936;3.888072;;;
353;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Clapiers (élémentaire);Rue du bosc, 34830 Clapiers;43.658343200000004;3.8875469;;;
354;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municpal Le Crès (maternel & élémentaire);28 avenue des Cevennes, 34920 LE CRES;43.6475406;3.9412095999999996;;04 67 41 95 49  ;
355;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Castelnau-le-Lez (maternel & élémentaire);213 Chemin des Mendrous, 34170 Castelnau-le-Lez;43.636702899999996;3.9147117;;04 67 14 27 92;
356;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint Aunès;Place de l' escolette, 34130 Saint-Aunès;43.636678499999995;3.9652053999999994;;;
357;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Castries (maternel & élmentaire);Route de Fontmarie, 34160 CASTRIES;43.6945671;3.9936403;;04 67 87 30 15;
358;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint Georges d'orques (maternel);2 avenue d'Occitanie, 34680 Saint-Georges-d'Orques;43.6084717;3.7875222;alsh.maternel@ville-st-georges-dorques.fr;04 67 40 57 12;
359;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint Georges d'orques (élémentaire);avenue des Jardins, 34680 Saint-Georges-d'Orques;43.6088205;3.7830133000000004;clsh.primaire@ville-st-georges-dorques.fr;04 67 45 59 47;
360;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint Gély du Fesc (maternel & élémentaire);70 rue Rompude, 34980 Saint-Gély-du-Fesc;43.6948565;3.8004523;mairie.alshlesgalopins@saintgelydufesc.com;04 67 66 64 88;
361;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint Clément de rivière (élémentaire);;43.6858576;3.8490193;clsh@saint-clement-de-riviere.fr;04.67.84.49.60;
362;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint Jean de védas (maternel & élémentaire);rue de la combe, 34430 Saint-Jean-de-Védas;43.566998999999996;3.8249872000000003;;04 99 52 20 62;
363;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Lavérune (maternel & élémentaire);Avenue du château, 34880 Lavérune;43.5847556;3.8021772000000005;;04 99 51 20 17;
364;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal de Mauguio (maternel & élémentaire);chemin de Bentenac, 34130 Mauguio;43.6055575;4.0179168;maison.des.loisirs@paysdelor.fr;04 67 91 20 89;
365;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Palavas les flots (maternel & élémentaire);Rue de la Tramontane, 34250 Palavas-les-Flots;43.531469;3.9332550000000004;clsh.palavas@paysdelor.fr;04 67 20 18 35;
366;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal de La Grande motte (maternel & élémentaire);98 rue Saint-Louis, 34280 La Grande Motte;43.5594089;4.0995064;clsh.lgm@paysdelor.fr;04 67 56 08 10;
367;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Valergues (maternel & élémentaire);105 avenue Frédéric Mistral, 34130 Valergues;43.6672191;4.06252;clsh.valergues@paysdelor.fr;04 67 63 47 05;
368;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Baillargues (maternel & élémentaire);10 rue de la Chicane, 34670 Baillargues;43.6592717;4.0121985;sportetjeunesse@ville-baillargues.fr;04 67 87 41 93 / 95;
369;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Lattes (maternel & élémentaire);avenue de Fréjorgues, 34970 LATTES;43.569431099999996;3.9109347999999997;centre.loisirs@ville-lattes.fr;06 15 77 50 56;
370;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Murviel-les-montpellier (maternel & élémentaire);Rue Lucie et Raymond Aubrac, 34570 Murviel Les Montpellier;43.6045681;3.7353312000000005;;04 67 47 68 65;
371;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Pérols (maternel & élémentaire);Rue des flamants roses, 34470 Pérols;43.565839200000006;3.9527059999999996;;04 67 50 45 45;
372;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Pignan (maternal & élémentaire);;43.582080100000006;3.7611531000000005;;06 71 32 15 90;
373;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Fabrègues (maternel & élémentaire);"150 rue Georges-Pompidou, 34690
Fabrègues";43.5559572;3.7812038999999995;alsh@fabregues.fr;04 67 85 43 62;
374;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif APUM Fac de sciences (maternel & élémentaire);Place Eugène-Bataillon Case courrier 098, 34095 Montpellier Cedex;43.6352557;3.8607745;cle-apum@umontpellier.fr;04 67 14 30 99;
375;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Villeneuve-les-maguelone;2 place des Héros, 34750 Villeneuve-lès-Maguelone;43.5334869;3.8611367999999997;;04 67 69 75 70;
376;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Grabels (maternel & élémentaire);15 impasse du Picadou, 34790 Grabels;43.644850299999995;3.8019851000000005;;04 67 79 71 85;
377;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Montarnaud (maternel & élémentaire);;43.650152;3.6928577000000007;;;
378;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Cournonterral (maternel & élémentaire);;43.558067;3.719578;centreloisirs@ville-cournonterral.fr;;
379;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Combaillaux (maternel & élémentaire);;43.677099;3.766372;;;
380;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal les Matelles (maternel & élémentaire);;43.7306886;3.8117928;alsh@mairiedesmatelles.fr;;
381;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Saint Matthieu de treviers (maternel & élémentaire);;43.7628705;3.8695616999999998;;;
382;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Accueil l'Ecolothèque;Mas de Grille, 1 rue Théophraste Renaudot, 34430 Saint-Jean-de-Védas;43.5727501;3.8524260000000004;;04 99 52 82 82;
383;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Accueil les Ateliers d'Arthur;12 rue Marcel de Serres, 34000 Montpellier;43.6127828;3.865104;;09 81 05 21 20;
384;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Accueil MCSA 34;Association Montpellier Culture Sport Adapté 2 Rue Ernest Castan, 34090 Montpellier;43.619015600000004;3.8811282;;04 67 79 23 40;
385;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;Accueil Pause-goûter;Village du Père Soulas Mas des Moulins, 2452 Avenue du Père Soulas, 34090 Montpellier;43.6296766;3.8445282;;04 67 41 98 21;
386;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif MJC Trencavel (élémentaire & Ados);Maison des Jeunes et de la Culture Centre socioculturel Trencavel, 13A Bd Du Guesclin 34500 Béziers;43.34482070000001;3.2232491000000003;infos@mjc-beziers.org;04 67 31 27 34;www.mjc-beziers.org
387;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Brassens (élémentaire);31 avenue Auguste Albertini, , 34500 Béziers;43.3493755;3.2361793999999997;;04 67 62 87 00;
388;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH intercommunal Servian (maternel & élémentaire);PCL VILLAMONT, Bois d’Amilhac, 34290 SERVIAN                     ;43.3957641;3.3021102999999994;;04 67 76 02 76;http://villamont-beziers.fr/portfolio/centre-de-loisir/
389;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Dolto (maternel);ALSH Dolto, 330 rue Claude Nougaro, 34500 Béziers;43.3452082;3.2528232999999998;;04 99 43 81 72;
390;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Albert Camus (élémentaire);ALSH Albert Camus, Esplanade Rosa Parks, 34500 Béziers;43.3345614;3.2516232999999994;;04 67 32 62 00;
391;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Vaclav Havel (élémentaire);ALSH Vaclav Havel, Rue Jules Dalou, 34500 Béziers;43.350751;3.2088330000000003;;04 67 36 73 57;
392;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Malbosc (marternel);ALSH Malbosc,Quartier La Courondelle, 181 rue Ostermeyer, 34500 Béziers;43.363313500000004;3.2255525;;04 99 43 81 72;
393;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Zinga Zanga (maternel & élémentaire);Centre Loisirs Zinga Zanga, Traverse de Colombiers, 34500 Béziers - Pradines le Bas;43.329228;3.190512;;04 67 48 13 36;
394;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Martin Luther King (élémentaire);ALSH Martin Luther King, 26, rue de l’Orb, 34500 Béziers;43.338458200000005;3.2101064;;04 67 80 07 20;
395;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Sauvian (maternel & élémentaire);ALSH municipal Sauvian, rue caucadis, 34410 Sauvian;43.295778600000006;3.2600096;direction.alsh@ville-sauvian.com / alsh@ville-sauvian.com;04 67 32 20 49;
396;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif les Francas (maternel & élémentaire);ALSH associatif les Francas, Rue des Lilas, 34420 VILLENEUVE LES BEZIERS                        ;43.31531629999999;3.2862556000000005;;04 67 39 39 59;
397;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Sérignan (maternel & élémentaire);Ecole Ferdinand Buisson, Avenue de la Plage, 34410  Sérignan;43.2772086;3.2837376000000003;clm@ville-serignan.fr;04 67 32 32 13;
398;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Montady (maternel & élémentaire);;43.3307667;3.1202843;Centredeloisirs@montady.com;04 86 11 28 03;
399;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Portiragnes;;43.277700200000005;3.3545756;clshmoniquesaluste@wanadoo.fr;04 67 90 81 01;www.clshmoniquesaluste.com
400;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Bessan (maternel & élémentaire);A.L.S.H de Montblanc, Route de Montblanc, 34550 Bessan;43.3702474;3.4103707;;04 67 77 57 32;
401;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Montblanc (maternel);1 Résidence les Vignes, 34290 MONTBLANC;43.3962226;3.3635371;accueildeloisirs-montblanc34@orange.fr;04 67 37 93 56;
402;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Montblanc (élémentaire);AVENUE DE LA PAIX, 34290 MONTBLANC;43.393708200000006;3.3655411;accueildeloisirs-montblanc34@orange.fr;04 67 01 57 43;
403;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Pézenas (maternel & élémentaire;2 rue Louis Audibert, 34120 Pézenas;43.4540925;3.4159900000000003;l.senesi@ville-pezenas.fr;04 67 90 74 05;
404;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH municipal Valros (maternel & élémentaire);ALSH « Les Faïsses », 12 Allée des Tilleuls 34290 VALROS;43.4174193;3.3655577000000005;alpalsh.valros@laposte.net;06 71 34 49 39;
405;ACCUEIL DE LOISIRS SS HÉBERGEMENT HÉRAULT;;ENFANT;;;ALSH associatif les Francas (maternel & élémentaire);;43.771518;3.9078489999999997;loisirssaintecroix@francas34.fr;06 51 62 73 55;
