,Unnamed: 0,SECTEUR,SOUS-SECTEUR,CIBLE,AGE-MIN,AGE-MAX,NOM,ADRESSE,LATITUDE,LONGITUDE,MAIL,TELEPHONE,LIEN,Longitude,Latitude,Adresse
324,324,CENTRES COMMUNAUX DACTION SOCIALE,,,,,PEZENAS (34120) : CCAS PEZENAS,CCAS PEZENAS 6 RUE MASSILLON 34120 PEZENAS,"43,4597291","3,4216633",,,,3.421826,43.459673,"6 Rue Massillon, 34120 Pézenas"
325,325,CENTRES COMMUNAUX DACTION SOCIALE,,,,,SAINT BAUZILLE DE LA SYLVE (34230) : CCAS ST BAUZILLE DE LA SYLVE,CCAS ST BAUZILLE DE LA SYLVE 34230 SAINT BAUZILLE DE LA SYLVE,"43,616729","3,548027",,,,3.543966,43.615988,"Le Sigala Bas, 34230 Saint-Bauzille-de-la-Sylve"
326,326,CENTRES COMMUNAUX DACTION SOCIALE,,,,,SAINT PARGOIRE (34230) : CCAS SAINT PARGOIRE,MAIRIE 34230 SAINT PARGOIRE,"43,528019","3,518761",,,,3.518964,43.528346,"Place de la Mairie, 34230 Saint-Pargoire"
327,327,CENTRES COMMUNAUX DACTION SOCIALE,,,,,SAINT THIBERY (34630) : CCAS SAINT THIBERY,CCAS SAINT THIBERY MAIRIE 34630 SAINT THIBERY,"43,3898738","3,4044187",,,,3.418668,43.396809,"Rue de la Mairie, 34630 Saint-Thibéry"
328,328,CENTRES COMMUNAUX DACTION SOCIALE,,,,,SERVIAN (34290) : CCAS SERVIAN,70 GRAND RUE 34290 SERVIAN,"43,4271109","3,294973",,,,3.303193,43.425867,"70 Grand Rue, 34290 Servian"
329,329,CENTRES COMMUNAUX DACTION SOCIALE,,,,,SETE (34200) : CCAS SETE,8 RUE GABRIEL PERI 34200 SETE,"43,4053353","3,6957346",,,,3.695707,43.405287,"8 Rue Gabriel Peri, 34200 Sète"
330,330,CENTRES COMMUNAUX DACTION SOCIALE,,,,,TEYRAN (34820) : CCAS TEYRAN,MAIRIE PLACE DE LEGLISE 34820 TEYRAN,"43,721696","3,92395",,,,3.927314,43.682618,"Place de l'Europe, 34820 Teyran"
331,331,CENTRES COMMUNAUX DACTION SOCIALE,,,,,THEZAN LES BEZIERS (34490) : CCAS THEZAN LES BEZIERS,CCAS THEZAN LES BEZIERS 34490 THEZAN LES BEZIERS,"43,421409","3,169755",,,,3.159283,43.399269,"Chemin de la Bedissiere, 34490 Thézan-lès-Béziers"
332,332,CENTRES COMMUNAUX DACTION SOCIALE,,,,,VENDRES (34350) : CCAS VENDRES,CCAS VENDRES 34350 VENDRES,"43,269435","3,225202",,,,3.259214,43.236351,"La Yole, 34350 Vendres"
333,333,CENTRES COMMUNAUX DACTION SOCIALE,,,,,VILLENEUVE LES BEZIERS (34420) : CCAS DE VILLENEUVE LES BEZIERS,1 RUE MARIANNE 34420 VILLENEUVE LES BEZIERS,"43,320774","3,284153",,,,3.281152,43.316451,"Rue de la Marianne, 34420 Villeneuve-lès-Béziers"
334,334,CENTRES COMMUNAUX DACTION SOCIALE,,,,,VILLENEUVE LES MAGUELONE (34750) : CCAS VILLENEUVE LES MAGUELONNE,CCAS VILLENEUVE LES MAGUELONNE BP 15 34750 VILLENEUVE LES MAGUELONE,"43,532977","3,862019",,,,3.861823,43.531844,"Impasse de la Rue Neuve, 34750 Villeneuve-lès-Maguelone"
335,335,CULTURE,,,,,MAISONS POUR TOUS ,,,,,,https://www.montpellier.fr/3791-maisons-pour-tous.htm,,,
336,336,ACTIVITÉS EN MILIEU ORDINAIRE,,,,,ACTIVITÉS  INCLUSION LOISIRS  ,,,,,,https://www.halte-pouce.fr/ressources/profitez-davantage-des-activites-en-milieu-ordinaire,,,
337,337,SECTEUR SOCIAL,,,,,ANTENNES DE LA SOLIDARITÉ,,,,,,https://www.halte-pouce.fr/ressources/les-antennes-de-la-solidarite-pres-de-chez-vous,,,
338,338,ASSOCIATIONS,FÉDÉRATION,,,,COMITÉ DE LIAISON,,,,,,https://clcph.fr/category/association/,,,
339,339,ASSOCIATIONS,DANSE,,,,MANQUE PAS DAIR,1 rue de Roussel - 34150 Puéchabon,"43,7144213","3,6172121",,06 37 08 97 67,https://www.halte-pouce.fr/ressources/lassociation-manque-pas-dair-accueille-la-difference,3.617263,43.714407,"1 Rue de Roussel, 34150 Puéchabon"
340,340,ASSOCIATIONS,NATURE,,,,CENTRE DE PLEINE NATURE,4 avenue du chemin neuf  34190SAINT-BAUZILLE-DE-PUTOIS,"43,9049666","3,7374796",,04 67 73 70 30,https://www.halte-pouce.fr/ressources/centre-de-pleine-nature-station-cevennes,3.737465,43.904321,"4 Avenue du Chemin Neuf, 34190 Saint-Bauzille-de-Putois"
341,341,ASSOCIATIONS,ESPACE JEUX,,,,SENSAS,,,,,06 18 78 37 40  ,https://www.halte-pouce.fr/ressources/sensas-un-lieu-unique-pour-mettre-vos-5-sens-a-lepreuve-en-famille-et-soutenir-halte-pouce,,,
342,342,ASSOCIATIONS,AUTISME ASPERGER,,,,CAFÉ ATYPIE,,,,,,https://www.halte-pouce.fr/ressources/un-cafe-asperger-un-mardi-sur-deux-a-montpellier,,,
343,343,ASSOCIATIONS,SURDITÉ,,,,SURDI 34,"57, rue Raymond-Dugrand 34000  MONTPELLIER","43,6051382","3,8995172",,07 87 63 49 69,https://www.surdi34.fr/,3.900144,43.603117,"Avenue Raymond Dugrand, 34000 Montpellier"
344,344,ASSOCIATIONS,NATATION,,,,SWIMMING COOL,,,,,06 09 08 06 87,https://www.halte-pouce.fr/ressources/Piscine-et-handicap-a-Montpellier,,,
345,345,ASSOCIATIONS,RANDONNÉES,,,,M.O.H.I.C.A.N.S,,,,,06 99 77 80 39 ,https://www.halte-pouce.fr/ressources/Association-Mohicans,,,
346,346,ASSOCIATIONS,LOISIRS ,,,,AU PAYS DES CARRIOLES,Mas Amadou - 34150 La Boissière,"43,635174","3,626126",,04 67 59 64 14,https://www.halte-pouce.fr/ressources/au-pays-des-carrioles-un-parc-de-loisirs-insolite-et-accessible-a-la-boissiere,3.626144,43.635362,"Mas Amadou, 34150 La Boissière"
347,347,ASSOCIATIONS,LOISIRS - RENCONTRE,,,,UN SOURIRE EN CHANTANT,,,,,06 09 38 13 50 ,https://www.halte-pouce.fr/ressources/lassociation-un-sourire-en-chantant,,,
348,348,ASSOCIATIONS,ATELIERS,,,,SAUDADE,7 rue pages Montpellier 34000,"43,6084729","3,8663853",,06 21 70 41 63,https://www.halte-pouce.fr/ressources/association-saudade-des-ateliers-ouverts-a-toutes-les-differences,3.866439,43.608519,"7 Rue Pagès, 34070 Montpellier"
349,349,ASSOCIATIONS,ATELIERS,,,,ATELIERS ADAPTÉS,Maison des jeunes et de la culture de Teyran,"43,682702","3,925559",,06 81 21 69 09,https://www.halte-pouce.fr/ressources/ateliers-adaptes-tous-handicaps-a-teyran,-0.668759,44.906982,"Rue de la Maison des Jeunes, 33320 Le Taillan-Médoc"
350,350,ASSOCIATIONS,SPORTS,,,,HANDISPORT,67 rue des Razeteurs 34070 Montpellier,"43,5956654","3,8842673",,04 67 67 38 99,https://www.halte-pouce.fr/ressources/montpellier-club-handisport-mch-34-tous-faits-pour-le-sport,3.884113,43.595533,"67 Rue des Razeteurs, 34070 Montpellier"
351,351,ASSOCIATIONS,ÂNES,,,,HANDI-ÂNE,"36, avenue J-B Dumas - 30100 ALES","44,1355499","4,0811653",,06 65 64 85 40,https://www.halte-pouce.fr/ressources/balades-adaptees-a-dos-danes-association-handiane,4.081109,44.135483,"36 Avenue Jean Baptiste Dumas, 30100 Alès"
352,352,ASSOCIATIONS,PARENTALITÉ,,,,PARENTALITÉ 34,260 rue du Puech Radier 34970 Lattes – Montpellier,"43,578146","3,8795703",,06 11 93 42 63,https://www.halte-pouce.fr/ressources/parentalite-34,3.87951,43.57816,"260 Rue du Puech Radier, 34970 Lattes"
353,353,ASSOCIATIONS,LOISIRS - RENCONTRES,,,,YARRIVAREM,"53 bis, rue Clément Mirabel - 34660 COURNONTERRAL","43,5578009","3,7215849",,,https://www.halte-pouce.fr/ressources/association-yarrivarem-34,3.723268,43.557826,"53 bis Rue Clement Mirabel, 34660 Cournonterral"
354,354,ASSOCIATIONS,DANSE,,,,MOZAÏK,,,,,06 11 59 38 86,https://www.halte-pouce.fr/ressources/association-mozaik-danse,,,
355,355,ASSOCIATIONS,DYS,,,,APEDYS,,,,,,https://www.halte-pouce.fr/ressources/association-apedys-herault-association-regionale-de-parents-denfants-et-dadultes-dyslexiques,,,
356,356,ASSOCIATIONS,AUTISME,,,,PIC AUTISME,366 alllée du Haut Lirou - 34270 LE TRIADOU,,,,06 29 79 10 37,https://www.halte-pouce.fr/ressources/lassociation-pic-autisme-trisomie-dans-lherault,3.848846,43.737467,"366 Allée du Haut Lirou, 34270 Le Triadou"
357,357,ASSOCIATIONS,LOISIRS - RANDONNÉES,,,,CARAVANE,19 rue Charles Sauvage - 34830 Jacou,,,asso-caravane@orange.fr,,https://www.halte-pouce.fr/ressources/association-caravane-34,3.911758,43.65595,"19 Rue Charles Sauvage, 34830 Jacou"
358,358,ASSOCIATIONS,AUTISME,,,,OZ,16 Bd Joliot Curie - 34200 Sète,,,associationoz34@gmail.com,07 83 67 97 81,https://www.halte-pouce.fr/ressources/L-association-OZ-a-Sete,3.671206,43.39585,"16 Boulevard Joliot Curie, 34200 Sète"
359,359,ASSOCIATIONS,ÂNES,,,,BEAU NEZ DÂNE,,,,contact@beaunezdane.com,06 03 35 10 02,https://www.halte-pouce.fr/ressources/association-beau-nez-dAne,,,
360,360,ASSOCIATIONS,ÂNES,,,,TITÂNE,"Aniane - Saint Guilhem le désert, sortie n ° 60 34 150 Gignac",,,ourcival.equitherapie@gmail.com,07 85 95 14 46,https://www.halte-pouce.fr/ressources/Equitherapie-a-gignac,3.553731,43.732809,"Avenue Saint Benoit d'Aniane, 34150 Saint-Guilhem-le-Désert"
361,361,ASSOCIATIONS,CIRQUE+1:1048576,,,,ZÉPÉTRA,153 rue Alphonse Beau De Rochas - 34 170 Castelnau le Lez,,,,04 86 11 11 25,https://www.halte-pouce.fr/ressources/des-cours-adaptes-de-cirque-avec-zepetra-a-castelnau-le-lez,3.928597,43.638532,"153 Rue Alphonse Beau de Rochas, 34170 Castelnau-le-Lez"
362,362,ASSOCIATIONS,MUSIQUE,,,,MUSIKA,15 rue du Mas de Lemasson  RDCH 34070 Montpellier.,,,, 06 99 04 49 49,https://www.halte-pouce.fr/ressources/handi-musique-sur-montpellier-avec-musika,3.868507,43.598503,"15 Rue du Mas de Lemasson, 34070 Montpellier"
363,363,ASSOCIATIONS,MUSIQUE,,,,MUSIQUE & HANDICAP,,,,musique.handicaps.mediterranee@gmail.com,07.69.05.27.87,https://www.halte-pouce.fr/ressources/association-musique-et-handicaps-mediterranee-a-montpellier,,,
364,364,ASSOCIATIONS,ÉQUITHÉRAPIE,,,,LES COLOMBIERS,Mas de Mazet - 34150 GIGNAC,,,,06 50 66 32 52,https://www.halte-pouce.fr/ressources/equitherapie-mediation-animale-a-gignac-34,3.582559,43.651874,"Mas de Mazet, 34150 Gignac"
365,365,ASSOCIATIONS,DYS,,,,DMF,,,,,,https://www.halte-pouce.fr/ressources/association-dyspraxique-mais-fantastique-34-dmf34,,,
366,366,ASSOCIATIONS,ÉQUITHÉRAPIE,,,,POIL DE PAROLE,,,,poildeparole.fd@gmail.com,06 07 03 17 97,https://www.halte-pouce.fr/ressources/POIL-DE-PAROLE-Mediation-animale,,,
367,367,ASSOCIATIONS,INSERTION JEUNES,,,,CAP A CITÉ,4 Avenue de lÉcole dAgriculture Gabriel Buchet - 34000 Montpellier,,,,06 10 90 64 47/  09 84 48 54 28,https://www.halte-pouce.fr/ressources/Association-Cap-A-Cites-a,3.861607,43.612163,"4 Avenue de l'Ecole d'Agriculture-gabriel Buchet, 34000 Montpellier"
368,368,ASSOCIATIONS,RANDONNÉES,,,,HANDICAP ÉVASION,"10, rue du Général Mathieu Dumas - 34000 Montpellier",,,handicapevasion3034@gmail.com,04 67 68 30 38,https://www.halte-pouce.fr/ressources/Handicap-evasion-La-randonnee-pour,3.870233,43.607896,"10 Rue Général Mathieu Dumas, 34000 Montpellier"
369,369,GÎITES ADAPTÉS,,,,,ÉVEIL & PARTAGE,3 rue des Coulmiers - 34620 Puisserguier,,,eveilpartage@sfr.fr,06 28 04 03 19,https://www.halte-pouce.fr/ressources/Eveil-et-partage-gites-de-vacances-pour-sejours-adaptes,3.036657,43.370009,"3 Rue Coulmiers, 34620 Puisserguier"
370,370,GÎITES ADAPTÉS,,,,,JFJV,285 rue Gilles Roberval 30915 NÎMES Cedex 2,,,,04 66 26 91 94,https://www.halte-pouce.fr/ressources/vacances-adaptees-avec-lassociation-je-fais-ce-que-je-veux-jfjv,4.333206,43.828399,"285 Rue Gilles Roberval, 30900 Nîmes"
371,371,GÎITES ADAPTÉS,,,,,REGAINS,,,,,,https://www.halte-pouce.fr/ressources/association-regains-sejours-we-pour-adulte-handicapes-mentaux,,,
372,372,SANTÉ,CONSULTATIONS,,,,HANDICONSULT 34,,,,,,https://www.halte-pouce.fr/ressources/acces-aux-soins-des-personnes-en-situation-de-handicap-handiconsult34,,,
373,373,SANTÉ,ÉQUIPE RELAIS HANDICAPS RARES,,,,ERHR,14 rue Saint Vincent de Paul - 34090 Montpellier,,,,04 67 02 91 86,https://www.halte-pouce.fr/ressources/Equipe-relais-handicaps-rares,3.875509,43.621278,"14 Rue Saint Vincent de Paul, 34090 Montpellier"
374,374,SANTÉ,RÉSEAU MALADIES RARES,,,,VADLR,"59, avenue de Fès (Bât C) 34080 Montpellier / Tramway ligne 1 - Malbosc",,,,04.67.57.05.59,https://www.halte-pouce.fr/ressources/RESEAU-MALADIES-RARES-MEDITERRANEE,3.829827,43.636163,"59 Avenue de Fès, 34080 Montpellier"
375,375,SANTÉ,CENTRE RESSOURCE AUTISME,,,,CRA,,,,,,http://www.autisme-ressources-lr.fr/,,,
376,376,SANTÉ,SEXUALITÉ,,,,APARSA,2 rue Pierre Boissier 34070 MONTPELLIER,,,,04 67 52 41 66,https://www.halte-pouce.fr/ressources/sexualite-handicap-association-aparsa,3.843453,43.606676,"2 Rue Pierre Boissier, 34070 Montpellier"
377,377,SANTÉ,MATÉRIELS ADAPTÉS,,,,LÉTAPE,615 Avenue de Montpellier 34970 LATTES,,,,04 67 22 47 40,https://www.halte-pouce.fr/ressources/letape-aides-techniques-et-perte-dautonomie,3.904146,43.568606,"615 Avenue de Montpellier, 34970 Lattes"
378,378,SANTÉ,AIDANTS,,,,LA PASQUIÈRE,7 Av. du Dr Pezet - 34090 Montpellier,,,,04 67 54 42 30,https://www.halte-pouce.fr/ressources/une-maison-daccueil-des-familles-de-malade-la-pasquiere,3.869505,43.629143,"7 Avenue du Docteur Pezet, 34090 Montpellier"
379,379,SANTÉ,AIDANTS,,,,CLOS DE LA FONTAINE,"65 Cours Libéral Bruant, 34080 Montpellier",,,,04 34 11 12 40,https://www.halte-pouce.fr/ressources/le-clos-de-la-fontaine-aide-aux-aidants,3.826358,43.61389,"65 Cour Libéral Bruant, 34080 Montpellier"
380,380,SANTÉ,CONSULTATION PSY - LSF,,,,GENEVIÈVE SANCHO,14 rue de la République 34070 Montpellier,,,,,https://www.halte-pouce.fr/ressources/psychologue-clinicienne-et-lsf-genevieve-sancho,3.878823,43.60546,"14 Rue de la République, 34000 Montpellier"
381,381,ACCUEILS ALTERNATIFS,ÉCOLE & SESSAD PARENTS-THÈSE,,,,,"ZAC Clément ADER   20, rue des Frères Lumière - 34830 JACOU",,,,04 67 45 63 02,https://www.halte-pouce.fr/ressources/lecole-et-sessad-parents-these-a-jacou-34-specialisee-dans-les-ted,3.903751,43.658055,"20 Rue des Frères Lumière, 34830 Jacou"
382,382,ACCUEILS ALTERNATIFS,AVENIR DES POSSIBLES,,,,,"73, rue Marx Dormoy - 34400 Lunel",,,,06.61.71.73.46,https://www.halte-pouce.fr/ressources/association-avenir-des-possibles-a-lunel-pour-les-autistes-par-les-autistes,4.133,43.676198,"73 Rue Marx Dormoy, 34400 Lunel"
383,383,ACCUEILS ALTERNATIFS,LES ATELIERS DE BENTENAC,,,,,Route des Cabanes - 34130 Mauguio,,,,04 67 29 52 45,https://www.halte-pouce.fr/ressources/Les-Ateliers-de-Bentenac,4.01968,43.593582,"Route des Cabanes, 34130 Mauguio"
384,384,ACCUEILS ALTERNATIFS,ÉCOLE AMÉTHYSTE,,,,,"371 Avenue de l’Evêché de Maguelone, 34250 Palavas-les-Flots",,,,04 67 07 76 27,https://www.halte-pouce.fr/ressources/lecole-amethyste-une-ecole-privee-atypique-a-palavas-les-flots,3.923591,43.524614,"371 Avenue de l'Eveche de Maguelone, 34250 Palavas-les-Flots"
385,385,ACCUEILS ALTERNATIFS,LES ENFANTS DHÉLÈNE,,,,,,,,,,https://www.halte-pouce.fr/actualites/message-du-cesu-appel-a-la-solidarite-des-particuliers-employeurs,,,
386,386,ACCUEILS ALTERNATIFS,COLOCAUTISME,,,,,,,,,06 28 29 40 75,https://www.halte-pouce.fr/ressources/L-association-Col-Oc-Autisme,,,
387,387,SANITAIRE,,ENFANT,,,CAMSP BÉZIERS,AVENUE DE MONSEIGNEUR COSTE 34500 BEZIERS,,,camsp.beziers@ugecam-lrmp.fr,,,3.251712,43.34269,"Avenue Monseigneur Coste, 34500 Béziers"
388,388,SANITAIRE,,ENFANT,,,CAMSP MTP CHU,HÔPITAL SAINT ELOI 80 AVENUE AUGUSTIN FLICHE 34295 MONTPELLIER,,,camps@chu-montpellier.fr,,,3.861329,43.629624,"80 Avenue Augustin Fliche, 34090 Montpellier"
389,389,SANITAIRE,,ENFANT,,,CAMSP SÈTE,62 BOULEVARD CAMILLE BLANC 34200 SETE,,,camspequinoxe.sete@ugecam-lrmp.fr,,,3.666941,43.407307,"62 Boulevard Camille Blanc, 34200 Sète"
390,390,SANITAIRE,,ENFANT,,,CMPP BÉZIERS,AVENUE DE MONSEIGNEUR COSTE 34500 BEZIERS,,,cmpp.beziers@ugecam-lrmp.fr,,,3.251712,43.34269,"Avenue Monseigneur Coste, 34500 Béziers"
391,391,SANITAIRE,,ENFANT,,,CMPP MARCEL FOULCAULT,RESIDENCE LE DIAMANT BT B 419 RUE LEON BLUM 34000 MONTPELLIER,,,cmpp.a1@adages.net,,,3.890873,43.609875,"Rue Léon Blum, 34000 Montpellier"
392,392,SANITAIRE,,ENFANT,,,CMPP MARCEL FOULCAULT,450 AVENUES DES ABRIVADOS 34400 LUNEL,,,,,,4.1282,43.669302,"450 Avenue des Abrivados, 34400 Lunel"
393,393,SANITAIRE,,ENFANT,,,CMPP PAYS CŒUR D'HERAULT,230 AVENUE DU MAS SALAT 34150 GIGNAC,,,,,,3.544416,43.657855,"Avenue du Mas Salat, 34150 Gignac"
394,394,SANITAIRE,,ENFANT,,,CMPP SETE,VILLA MALIBRAN 441 CHEMIN DES CARRIERES 34200 SETE,,,cmppsete@orange.fr,,,3.671162,43.39718,"441 Chemin des Carrieres, 34200 Sète"
395,395,ÉTABLISSEMENTS,,ENFANT,,,EEAP COSTE ROUSSE,43 AVENUE DES BARONNES 34730 PRADES LE LEZ,,,costerousse@adages.net,,,3.872655,43.693229,"43 Avenue des Baronnes, 34730 Prades-le-Lez"
396,396,ÉTABLISSEMENTS,,ENFANT,,,IEM ALEXANDRE JOLLIEN,8 PLACE GENERAL DE GAULLE 34240 LAMALOU LES BAINS,,,,,,3.07754,43.605773,"8 Place du General de Gaulle, 34240 Lamalou-les-Bains"
397,397,ÉTABLISSEMENTS,,ENFANT,,,IEM LA CIGALE,250 AVE VILLARD DE HONNECOURT 30900 NIMES,,,,,,4.327576,43.833107,"250 Avenue Villard de Honnecourt, 30900 Nîmes"
398,398,ÉTABLISSEMENTS,,ENFANT,,,IME LA CARDABELLE,21 AVENUE CASTELNAU 34090 MONTPELLIER,,,la-cardabelle@orange.fr,,,3.882597,43.621463,"21 Avenue de Castelnau, 34090 Montpellier"
399,399,ÉTABLISSEMENTS,,ENFANT,,,IME LA SALETTE,2 RUE PUECH DU FOUR 34600 BEDARIEUX,,,ime.ndlasallette@apeaiouestherault.fr,,,3.160379,43.613446,"2 Rue Puech du Four, 34600 Bédarieux"
400,400,ÉTABLISSEMENTS,,ENFANT,,,IME LA PINÈDE,AVENUE CYRIEN OLIVIER 34830 JACOU,,,ime@lapinede.org,,,3.908847,43.663701,"Avenue Cyprien Olivier, 34830 Jacou"
401,401,ÉTABLISSEMENTS,,ENFANT,,,IME PESCALUNES,111 RUE DES NEFLIERS 34400 LUNEL,,,imp-pescalunes@apei-grandmontpellier.org,,,4.12442,43.688296,"111 Rue des Nefliers, 34400 Lunel"
402,402,ÉTABLISSEMENTS,,ENFANT,,,IME FONTCAUDE,70 RUE DU TIPAZA 34080 MONTPELLIER,,,accueil.fontcaude@ugecam-lrmp.fr,,,3.816671,43.629068,"70 Rue de Tipasa, 34080 Montpellier"
403,403,ÉTABLISSEMENTS,,ENFANT,,,IME CHATEAU D'O,2539 AVENUE PÈRE SOULAS 34000 MONTPELLIER,,,ime-chateaudo@apei-grandmontpellier.org,,,3.842731,43.630295,"2539 Avenue du Père Soulas, 34090 Montpellier"
404,404,ÉTABLISSEMENTS,,ENFANT,,,IME LES MURIERS,1804 AVENUE PÈRE  SOULAS 34000 MONTPELLIER,,,ime-lesmuriers@apei-grandmontpellier.org,,,3.84971,43.625814,"1804 Avenue du Père Soulas, 34090 Montpellier"
405,405,ÉTABLISSEMENTS,,ENFANT,,,IME LES OLIVIERS,695 RUE BOUISSES 34070 MONTPELLIER,,,sms.lesoliviers@adages.net,,,3.833702,43.601975,"695 Rue des Bouisses, 34070 Montpellier"
406,406,ÉTABLISSEMENTS,,ENFANT,,,IME LES SAPINS MARVEJOLS,AVENUE PIERRE SEMARD 48100 MARVEJOLS,,,,,,3.288285,44.548267,"Avenue Pierre Sémard, 48100 Marvejols"
407,407,ÉTABLISSEMENTS,,ENFANT,,,IME SOL'N,18 AVENENUE DE LA GARE 34440 NISSAN LEZ ENSERUNE,,,maison.soln@croix-rouge.fr,,,3.125902,43.291159,"18 Avenue de la Gare, 34440 Nissan-lez-Enserune"
408,408,ÉTABLISSEMENTS,,ENFANT,,,IME L'ENSOLEILLADE,55 AVE DE MONTPELLIER BP 52 34725 SAINT ANDRE DE SANGONIS,,,contact.ime@ensolleillade.asso.fr,,,3.508205,43.6504,"55 Avenue de Montpellier, 34725 Saint-André-de-Sangonis"
409,409,ÉTABLISSEMENTS,,ENFANT,,,IME LES HIRONDELLES,11 AVENUE DU STADE 34440 SAUVIAN,,,ime.leshirondelles@apeaiouestherault.fr,,,3.254113,43.29258,"11 Avenue du Stade, 34410 Sauvian"
410,410,ÉTABLISSEMENTS,,ENFANT,,,IME LA CORNICHE,16 BIS BOULEVARD JOLIOT CURIE 34200 SETE,,,ies@ieslacorniche.fr,,,3.670316,43.395983,"16 bis Boulevard Joliot Curie, 34200 Sète"
411,411,ÉTABLISSEMENTS,,ENFANT,,,ITEP BOURNEVILLE,120 RUE DU MAS PRUNET 34070 MONTPELLIER,,,centre.bourneville@adages.net,,,3.833975,43.599346,"120 Rue du Mas de Prunet, 34070 Montpellier"
412,412,ÉTABLISSEMENTS,,ENFANT,,,ITEP  CAMPESTRE ,1120 ROUTE DE BEDARIEUX  34701 LODEVE,,,,,,3.286123,43.731518,"1120 Route de Bedarieux, 34700 Lodève"
413,413,ÉTABLISSEMENTS,,ENFANT,,,ITEP LANGUEDOC,38 RUE DU MAZET CS40028 34077 MONTPELLIER CEDEX 3,,,itep.languedoc@adages.net,,,3.828479,43.600973,"38 Rue du Mazet, 34070 Montpellier"
414,414,ÉTABLISSEMENTS,,ENFANT,,,ITEP LE MONT LOZERE,ZAC DE LA COURONDELLE 74 RUE MICHELINE OSTERMEYER 34500 BEZIERS,,,,,,3.225163,43.362358,"74 Rue Micheline Ostermeyer, 34500 Béziers"
415,415,ÉTABLISSEMENTS,,ENFANT,,,ITEP NAZARETH,13 RUE DE NAZARRETH BP 24105 34091 MONTPELLIER CEDEX 5,,,inazareth@armeedusalut.fr,,,3.881696,43.622161,"13 Rue de Nazareth, 34090 Montpellier"
416,416,ÉTABLISSEMENTS,,ENFANT,,,IME INSTITUT RAYMOND FAGES,CHEMIN RAYMOND FAGES 34300 AGDE,,,,,,3.483299,43.295653,"Chemin Raymond Fages, 34300 Agde"
417,417,ÉTABLISSEMENTS,,ENFANT,,,IME INSTITUT SAINT HILAIRE,12 AVENUE ALEXANDRE LAVZL 3450 FLORENSAC,,,,,,3.463445,43.385579,"12 Avenue Alexandre Laval, 34510 Florensac"
418,418,ÉTABLISSEMENTS,,ENFANT,,,SÉSAME AUTISME BITTÉROIS,BOULEVARD  CAUTAUSSEL  34440 NISSAN LEZ ENSERNE,,,maison.dubitterois@sesameautismelr.fr,,,3.12415,43.284669,"Boulevard de Cantaussel, 34440 Nissan-lez-Enserune"
419,419,ÉTABLISSEMENTS,,ENFANT,,,MAISON DE MANON,22 RUE DES ROMARINS 34499 JUVIGNAC,,,maison.manon@sesameautismelr.fr,,,3.812822,43.614548,"22 Rue du Romarin, 34990 Juvignac"
420,420,ÉTABLISSEMENTS,,ENFANT,,,LES JARDINS DE BENTENAC,ROUTE DES CABANES 34130 MAUGUIO,,,bentenac@bentenac.fr,,,4.01968,43.593582,"Route des Cabanes, 34130 Mauguio"
421,421,ÉTABLISSEMENTS,,ENFANT,,,CESDA,14 RUE SAINT VINCENT DE PAUL 34090 MONTPELLIER,,,secretariat@cesda34.org,,,3.875509,43.621278,"14 Rue Saint Vincent de Paul, 34090 Montpellier"
422,422,ÉTABLISSEMENTS,,ENFANT,,,CROP PAUL BOUVIER,"CROP, Route d'Alès, 30170 Saint-Hippolyte-du-Fort",,,contact@crop.asso.fr,,,3.862453,43.966404,"Route d'Ales, 30170 Saint-Hippolyte-du-Fort"
423,423,ÉTABLISSEMENTS,,ENFANT,,,COSTE COUSSE,AVENUE BARONNES 34730 PRADES LE LEZ,,,costerousse@adages.net,,,3.870439,43.69001,"Avenue des Baronnes, 34730 Prades-le-Lez"
424,424,SESSAD,,ENFANT,,,SESSAD BORÉAL (AUTISME),AVENUE MONSEIGNEUR COSTE 34500 BEZIERS,,,sessaboreal-iem.beziers@ugecam-lrmp.fr,,,3.251712,43.34269,"Avenue Monseigneur Coste, 34500 Béziers"
425,425,SESSAD,,ENFANT,,,SESSAD BOURDEVILLE,120 RUE DU MAS PRUNET 34070 MONTPELLIER,,,,,,3.833975,43.599346,"120 Rue du Mas de Prunet, 34070 Montpellier"
426,426,SESSAD,,ENFANT,,,SESSAD IR CAMPESTRE,1120 ROUTE DE BEDARIEUX 34701 LODEVE,,,,,,3.286123,43.731518,"1120 Route de Bedarieux, 34700 Lodève"
427,427,SESSAD,,ENFANT,,,SESSAD POUR DEFICIENTS VISUELS UAHV,420 ALLEE HENRI II DE MOMORENCY 34000 MOTPELLIER,,,,,,3.888402,43.610155,"420 Allée Henri II de Montmorency, 34000 Montpellier"
428,428,SESSAD,,ENFANT,,,SESSAD DE L'AGATOIS,CHEMIN RAYMOND FAGES34300 AGDE,,,,,,3.483299,43.295653,"Chemin Raymond Fages, 34300 Agde"
429,429,SESSAD,,ENFANT,,,SESSAD SOL'N,40 RUE DE LA MARGERIDE BAT A 34760 BOUJAN SUR LIBRON,,,sessad.soln34@croixrouge.fr,,,3.254753,43.366289,"40 Rue de la Margeride, 34760 Boujan-sur-Libron"
430,430,SESSAD,,ENFANT,,,PARENTS THÈSE,ZAC CLEMENT ADER 20 RUE DES FRERES LUMIERE 34830 JACOU,,,contact@parents-these.fr,,,3.903751,43.658055,"20 Rue des Frères Lumière, 34830 Jacou"
